SI#	GENE	GDS	ORGANISM	SAMPLE
5766	Clec1a	GDS5201	Mus musculus	6
5767	1700007K13Rik	GDS5201	Mus musculus	6
5768	Rasgrp3	GDS5201	Mus musculus	6
5769	MYO10	GDS5418	Homo sapiens	8
5770	LOC374443	GDS5418	Homo sapiens	8
5771	PCSK9	GDS5418	Homo sapiens	8
5772	EIF4E2	GDS5418	Homo sapiens	8
5773	NOVA1	GDS5418	Homo sapiens	8
5774	PCF11	GDS5418	Homo sapiens	8
5775	STEAP3	GDS5418	Homo sapiens	8
5776	CBS	GDS5418	Homo sapiens	8
5777	Spata18	GDS5201	Mus musculus	6
5778	Mamdc2	GDS5201	Mus musculus	6
5779	C3orf80	GDS5418	Homo sapiens	8
5780	FANCM	GDS5418	Homo sapiens	8
5781	OLFM1	GDS5418	Homo sapiens	8
5782	OCLN	GDS5418	Homo sapiens	8
5783	ZNF107	GDS5418	Homo sapiens	8
5784	COL1A1	GDS5418	Homo sapiens	8
5785	HSH2D	GDS5409	Homo sapiens	8
5786	Tspan18	GDS5201	Mus musculus	6
5787	Glp1r	GDS5201	Mus musculus	6
5788	Cdhr3	GDS5201	Mus musculus	6
5789	Hmcn1	GDS5201	Mus musculus	6
5790	Ctse	GDS5201	Mus musculus	6
5791	BRAF	GDS5418	Homo sapiens	8
5792	SLC35G1	GDS5418	Homo sapiens	8
5793	PEAR1	GDS5418	Homo sapiens	8
5794	CDH4	GDS5418	Homo sapiens	8
5795	ATAD5	GDS5418	Homo sapiens	8
5796	BCAT1	GDS5418	Homo sapiens	8
5797	PPP1R21	GDS5418	Homo sapiens	8
5798	Gucy1b3	GDS5201	Mus musculus	6
5799	Tnfsf10	GDS5201	Mus musculus	6
5800	Abca8a	GDS5201	Mus musculus	6
5801	Sox9	GDS5201	Mus musculus	6
5802	Slfn5	GDS5201	Mus musculus	6
5803	Ifi203	GDS5201	Mus musculus	6
5804	Dpt	GDS5201	Mus musculus	6
5805	SEC11C	GDS5418	Homo sapiens	8
5806	None	GDS5418	Homo sapiens	8
5807	EGLN3	GDS5418	Homo sapiens	8
5808	PASK	GDS5418	Homo sapiens	8
5809	PLCH1	GDS5418	Homo sapiens	8
5810	CRELD1	GDS5418	Homo sapiens	8
5811	SRSF11	GDS5418	Homo sapiens	8
5812	JPX	GDS5418	Homo sapiens	8
5813	Tceanc	GDS5201	Mus musculus	6
5814	Dnah3	GDS5201	Mus musculus	6
5815	Dnah3	GDS5201	Mus musculus	6
5816	Gimap4	GDS5201	Mus musculus	6
5817	Gucy1a3	GDS5201	Mus musculus	6
5818	ST8SIA4	GDS5418	Homo sapiens	8
5819	ZNF704	GDS5418	Homo sapiens	8
5820	VAV3	GDS5418	Homo sapiens	8
5821	NCALD	GDS5418	Homo sapiens	8
5822	NCOA1	GDS5418	Homo sapiens	8
5823	SLC25A12	GDS5418	Homo sapiens	8
5824	Pdzd2	GDS5201	Mus musculus	6
5825	None	GDS5418	Homo sapiens	8
5826	VPS53	GDS5418	Homo sapiens	8
5827	ARHGEF39	GDS5418	Homo sapiens	8
5828	CLN8	GDS5418	Homo sapiens	8
5829	FST	GDS5418	Homo sapiens	8
5830	SPX	GDS5418	Homo sapiens	8
5831	SKP2	GDS5418	Homo sapiens	8
5832	CRYBB2P1	GDS5418	Homo sapiens	8
5833	WDHD1	GDS5418	Homo sapiens	8
5834	SLC4A4	GDS5418	Homo sapiens	8
5835	BCL10	GDS5418	Homo sapiens	8
5836	Reg3g	GDS5201	Mus musculus	6
5837	Tcf21	GDS5201	Mus musculus	6
5838	SLFN5	GDS5418	Homo sapiens	8
5839	None	GDS5418	Homo sapiens	8
5840	IRS1	GDS5418	Homo sapiens	8
5841	SLC6A15	GDS5418	Homo sapiens	8
5842	ARMC8	GDS5418	Homo sapiens	8
5843	SKIDA1	GDS5418	Homo sapiens	8
5844	LOC101930053	GDS5418	Homo sapiens	8
5845	BATF2	GDS5409	Homo sapiens	8
5846	Dnah3	GDS5201	Mus musculus	6
5847	C1s1	GDS5201	Mus musculus	6
5848	Plce1	GDS5201	Mus musculus	6
5849	Angpt1	GDS5201	Mus musculus	6
5850	ZNF207	GDS5418	Homo sapiens	8
5851	None	GDS5418	Homo sapiens	8
5852	LARP1B	GDS5418	Homo sapiens	8
5853	RIF1	GDS5418	Homo sapiens	8
5854	PASK	GDS5418	Homo sapiens	8
5855	SLFN5	GDS5418	Homo sapiens	8
5856	Dnah3	GDS5201	Mus musculus	6
5857	Ivl	GDS5201	Mus musculus	6
5858	Lrrn4	GDS5201	Mus musculus	6
5859	Fam183b	GDS5201	Mus musculus	6
5860	Hmcn1	GDS5201	Mus musculus	6
5861	TMEM182	GDS5418	Homo sapiens	8
5862	CCDC127	GDS5418	Homo sapiens	8
5863	FILIP1	GDS5418	Homo sapiens	8
5864	ESCO2	GDS5418	Homo sapiens	8
5865	GART	GDS5418	Homo sapiens	8
5866	MGAT4A	GDS5418	Homo sapiens	8
5867	MCM4	GDS5418	Homo sapiens	8
5868	TIA1	GDS5418	Homo sapiens	8
5869	FANCB	GDS5418	Homo sapiens	8
5870	OAS2	GDS5409	Homo sapiens	8
5871	Cers3	GDS5201	Mus musculus	6
5872	Vsnl1	GDS5201	Mus musculus	6
5873	Ak7	GDS5201	Mus musculus	6
5874	MYO10	GDS5418	Homo sapiens	8
5875	CREBRF	GDS5418	Homo sapiens	8
5876	CSTA	GDS5418	Homo sapiens	8
5877	TMEM182	GDS5418	Homo sapiens	8
5878	Alb	GDS5201	Mus musculus	6
5879	Tnxb	GDS5201	Mus musculus	6
5880	Hmcn1	GDS5201	Mus musculus	6
5881	Hmcn1	GDS5201	Mus musculus	6
5882	CLSPN	GDS5418	Homo sapiens	8
5883	FOXP4-AS1	GDS5418	Homo sapiens	8
5884	PIK3R3	GDS5418	Homo sapiens	8
5885	RNU6ATAC	GDS5409	Homo sapiens	8
5886	1810011O10Rik	GDS5201	Mus musculus	6
5887	Dnah3	GDS5201	Mus musculus	6
5888	Cfap44	GDS5201	Mus musculus	6
5889	Fam216b	GDS5201	Mus musculus	6
5890	Hmcn1	GDS5201	Mus musculus	6
5891	Hmcn1	GDS5201	Mus musculus	6
5892	Gkn2	GDS5201	Mus musculus	6
5893	Dnah5	GDS5201	Mus musculus	6
5894	Pkhd1	GDS5201	Mus musculus	6
5895	Ndn	GDS5201	Mus musculus	6
5896	Sntn	GDS5201	Mus musculus	6
5897	PTP4A3	GDS5418	Homo sapiens	8
5898	ABCA1	GDS5418	Homo sapiens	8
5899	WSB1	GDS5418	Homo sapiens	8
5900	ZNF114	GDS5418	Homo sapiens	8
5901	Dnah3	GDS5201	Mus musculus	6
5902	Dkk2	GDS5201	Mus musculus	6
5903	Gal	GDS5201	Mus musculus	6
5904	CEP128	GDS5418	Homo sapiens	8
5905	NMNAT2	GDS5418	Homo sapiens	8
5906	TRIM22	GDS5409	Homo sapiens	8
5907	Tmed6	GDS5201	Mus musculus	6
5908	Adcyap1	GDS5201	Mus musculus	6
5909	HNRNPU	GDS5418	Homo sapiens	8
5910	RAVER2	GDS5418	Homo sapiens	8
5911	MILR1	GDS5418	Homo sapiens	8
5912	CDC25A	GDS5418	Homo sapiens	8
5913	Fat3	GDS5201	Mus musculus	6
5914	Cfap61	GDS5201	Mus musculus	6
5915	Rsph4a	GDS5201	Mus musculus	6
5916	CREBRF	GDS5418	Homo sapiens	8
5917	ZNF704	GDS5418	Homo sapiens	8
5918	RBM39	GDS5418	Homo sapiens	8
5919	ARG2	GDS5418	Homo sapiens	8
5920	ZMYM6	GDS5418	Homo sapiens	8
5921	DIS3L2	GDS5418	Homo sapiens	8
5922	ZBTB11	GDS5418	Homo sapiens	8
5923	JMY	GDS5418	Homo sapiens	8
5924	LINC01133	GDS5418	Homo sapiens	8
5925	HELLS	GDS5418	Homo sapiens	8
5926	BCL11B	GDS5418	Homo sapiens	8
5927	Dnah3	GDS5201	Mus musculus	6
5928	Ereg	GDS5201	Mus musculus	6
5929	HCG18	GDS5418	Homo sapiens	8
5930	Dnah3	GDS5201	Mus musculus	6
5931	Hgf	GDS5201	Mus musculus	6
5932	Efcab1	GDS5201	Mus musculus	6
5933	Hmcn1	GDS5201	Mus musculus	6
5934	Dnah6	GDS5201	Mus musculus	6
5935	PLEKHG1	GDS5418	Homo sapiens	8
5936	Elmod1	GDS5201	Mus musculus	6
5937	Dnah6	GDS5201	Mus musculus	6
5938	Greb1	GDS5201	Mus musculus	6
5939	Hmcn1	GDS5201	Mus musculus	6
5940	Hmcn1	GDS5201	Mus musculus	6
5941	SHANK2	GDS5418	Homo sapiens	8
5942	None	GDS5418	Homo sapiens	8
5943	SLAMF7	GDS5418	Homo sapiens	8
5944	Spef2	GDS5201	Mus musculus	6
5945	Spef2	GDS5201	Mus musculus	6
5946	Dnah12	GDS5201	Mus musculus	6
5947	INPP4B	GDS5418	Homo sapiens	8
5948	Spef2	GDS5201	Mus musculus	6
5949	9530003J23Rik	GDS5201	Mus musculus	6
5950	BRWD1	GDS5418	Homo sapiens	8
5951	Dnah7c	GDS5201	Mus musculus	6
5952	Spef2	GDS5201	Mus musculus	6
5953	SLFN13	GDS5418	Homo sapiens	8
5954	1700028P14Rik	GDS5201	Mus musculus	6
5955	Lrrc6	GDS5201	Mus musculus	6
5956	FIBIN	GDS5418	Homo sapiens	8
5957	Spef2	GDS5201	Mus musculus	6
5958	PTX3	GDS5418	Homo sapiens	8
5959	Muc16	GDS5201	Mus musculus	6
5960	Mpzl2	GDS5201	Mus musculus	6
5961	DDX5	GDS5418	Homo sapiens	8
5962	Adssl1	GDS5201	Mus musculus	6
5963	Rtkn2	GDS5201	Mus musculus	6
5964	TMEM56	GDS5418	Homo sapiens	8
5965	SLC1A4	GDS5418	Homo sapiens	8
5966	St8sia6	GDS5201	Mus musculus	6
5967	AKAP12	GDS5418	Homo sapiens	8
5968	SLC1A4	GDS5418	Homo sapiens	8
5969	Ltbp4	GDS5201	Mus musculus	6
5970	LZTFL1	GDS5418	Homo sapiens	8
5971	ADGRA3	GDS5418	Homo sapiens	8
5972	SLC4A7	GDS5418	Homo sapiens	8
5973	GPRIN2	GDS5418	Homo sapiens	8
5974	IFI16	GDS5418	Homo sapiens	8
5975	None	GDS5418	Homo sapiens	8
5976	MYEF2	GDS5418	Homo sapiens	8
5977	PDIA3	GDS5418	Homo sapiens	8
5978	UBASH3B	GDS5418	Homo sapiens	8
5979	SNORA16A	GDS5418	Homo sapiens	8
5980	SEC61A1	GDS5418	Homo sapiens	8
5981	TMEM268	GDS5418	Homo sapiens	8
5982	CDC7	GDS5418	Homo sapiens	8
5983	SLC25A12	GDS5418	Homo sapiens	8
5984	MPC2	GDS5418	Homo sapiens	8
5985	C1orf112	GDS5418	Homo sapiens	8
5986	Bspry	GDS5201	Mus musculus	6
5987	Tnnt2	GDS5201	Mus musculus	6
5988	FAM49B	GDS5418	Homo sapiens	8
5989	ZCCHC2	GDS5418	Homo sapiens	8
5990	MIA3	GDS5418	Homo sapiens	8
5991	IFI16	GDS5418	Homo sapiens	8
5992	ZNF621	GDS5418	Homo sapiens	8
5993	Sema3e	GDS5201	Mus musculus	6
5994	MTHFD2	GDS5418	Homo sapiens	8
5995	DCLRE1B	GDS5418	Homo sapiens	8
5996	WDHD1	GDS5418	Homo sapiens	8
5997	Zeb1	GDS5201	Mus musculus	6
5998	Fam49a	GDS5201	Mus musculus	6
5999	Ddr2	GDS5201	Mus musculus	6
6000	None	GDS5418	Homo sapiens	8
6001	MANEA	GDS5418	Homo sapiens	8
6002	ST6GALNAC4	GDS5418	Homo sapiens	8
6003	CYP4F11	GDS5418	Homo sapiens	8
6004	KIAA0141	GDS5418	Homo sapiens	8
6005	ZNF277	GDS5418	Homo sapiens	8
6006	Icam2	GDS5201	Mus musculus	6
6007	AGBL5	GDS5418	Homo sapiens	8
6008	HKDC1	GDS5418	Homo sapiens	8
6009	PPHLN1	GDS5418	Homo sapiens	8
6010	MTERF2	GDS5418	Homo sapiens	8
6011	IPO9	GDS5418	Homo sapiens	8
6012	GCA	GDS5418	Homo sapiens	8
6013	TRERF1	GDS5418	Homo sapiens	8
6014	RPGRIP1L	GDS5418	Homo sapiens	8
6015	ARHGEF37	GDS5409	Homo sapiens	8
6016	Adgrl3	GDS5201	Mus musculus	6
6017	Gbp2	GDS5201	Mus musculus	6
6018	Ppp1r16b	GDS5201	Mus musculus	6
6019	Ripply3	GDS5201	Mus musculus	6
6020	Hmcn1	GDS5201	Mus musculus	6
6021	HCG18	GDS5418	Homo sapiens	8
6022	PRELID2	GDS5418	Homo sapiens	8
6023	SNTB2	GDS5418	Homo sapiens	8
6024	CABYR	GDS5418	Homo sapiens	8
6025	RWDD2A	GDS5418	Homo sapiens	8
6026	GLS	GDS5418	Homo sapiens	8
6027	Stmn2	GDS5201	Mus musculus	6
6028	Cldn10	GDS5201	Mus musculus	6
6029	LOC101929709	GDS5418	Homo sapiens	8
6030	GOLT1A	GDS5418	Homo sapiens	8
6031	VAMP1	GDS5418	Homo sapiens	8
6032	AUTS2	GDS5418	Homo sapiens	8
6033	WDR76	GDS5418	Homo sapiens	8
6034	Dusp4	GDS5201	Mus musculus	6
6035	Tmem212	GDS5201	Mus musculus	6
6036	Syne1	GDS5201	Mus musculus	6
6037	BTC	GDS5418	Homo sapiens	8
6038	ZNF561	GDS5418	Homo sapiens	8
6039	None	GDS5418	Homo sapiens	8
6040	CPSF6	GDS5418	Homo sapiens	8
6041	CSF2RA	GDS5418	Homo sapiens	8
6042	FGFR3	GDS5418	Homo sapiens	8
6043	RNF144A	GDS5418	Homo sapiens	8
6044	TXNL4A	GDS5418	Homo sapiens	8
6045	Hmcn1	GDS5201	Mus musculus	6
6046	Hmcn1	GDS5201	Mus musculus	6
6047	SYNE1	GDS5418	Homo sapiens	8
6048	HSP90B1	GDS5418	Homo sapiens	8
6049	ATP10D	GDS5418	Homo sapiens	8
6050	TRMU	GDS5418	Homo sapiens	8
6051	IQGAP2	GDS5418	Homo sapiens	8
6052	SMOX	GDS5418	Homo sapiens	8
6053	Hmcn1	GDS5201	Mus musculus	6
6054	Slc40a1	GDS5201	Mus musculus	6
6055	STAU2	GDS5418	Homo sapiens	8
6056	EIF4EBP2	GDS5418	Homo sapiens	8
6057	SFT2D3	GDS5418	Homo sapiens	8
6058	Tbx5	GDS5201	Mus musculus	6
6059	Kcnrg	GDS5201	Mus musculus	6
6060	Hmcn1	GDS5201	Mus musculus	6
6061	Hmcn1	GDS5201	Mus musculus	6
6062	WDFY3	GDS5418	Homo sapiens	8
6063	LGALS9	GDS5409	Homo sapiens	8
6064	Cldn10	GDS5201	Mus musculus	6
6065	Adora1	GDS5201	Mus musculus	6
6066	ST8SIA4	GDS5418	Homo sapiens	8
6067	SMIM10L2B	GDS5418	Homo sapiens	8
6068	Dnah3	GDS5201	Mus musculus	6
6069	SLC6A15	GDS5418	Homo sapiens	8
6070	PPP1R3E	GDS5418	Homo sapiens	8
6071	IFIT3	GDS5409	Homo sapiens	8
6072	Trpc1	GDS5201	Mus musculus	6
6073	Pde3a	GDS5201	Mus musculus	6
6074	Ankrd1	GDS5201	Mus musculus	6
6075	Spef2	GDS5201	Mus musculus	6
6076	Hmcn1	GDS5201	Mus musculus	6
6077	Hmcn1	GDS5201	Mus musculus	6
6078	Hmcn1	GDS5201	Mus musculus	6
6079	SCFD2	GDS5418	Homo sapiens	8
6080	SUV39H2	GDS5418	Homo sapiens	8
6081	NCF2	GDS5418	Homo sapiens	8
6082	IL11	GDS5418	Homo sapiens	8
6083	None	GDS5418	Homo sapiens	8
6084	Foxred2	GDS5201	Mus musculus	6
6085	Dach1	GDS5201	Mus musculus	6
6086	Akr1c19	GDS5201	Mus musculus	6
6087	Ccdc85a	GDS5201	Mus musculus	6
6088	Hmcn1	GDS5201	Mus musculus	6
6089	Hmcn1	GDS5201	Mus musculus	6
6090	Hmcn1	GDS5201	Mus musculus	6
6091	None	GDS5418	Homo sapiens	8
6092	ZEB1-AS1	GDS5418	Homo sapiens	8
6093	OLFML3	GDS5418	Homo sapiens	8
6094	Dnali1	GDS5201	Mus musculus	6
6095	Wdr78	GDS5201	Mus musculus	6
6096	Hmcn1	GDS5201	Mus musculus	6
6097	LOC728730	GDS5418	Homo sapiens	8
6098	MIR100HG	GDS5418	Homo sapiens	8
6099	PPFIBP1	GDS5418	Homo sapiens	8
6100	ZNF114	GDS5418	Homo sapiens	8
6101	Gria3	GDS5201	Mus musculus	6
6102	Hydin	GDS5201	Mus musculus	6
6103	Cmah	GDS5201	Mus musculus	6
6104	Lama4	GDS5201	Mus musculus	6
6105	Gm4956	GDS5201	Mus musculus	6
6106	CLMP	GDS5418	Homo sapiens	8
6107	KCTD12	GDS5418	Homo sapiens	8
6108	FILIP1	GDS5418	Homo sapiens	8
6109	RAB11B-AS1	GDS5418	Homo sapiens	8
6110	Dnah3	GDS5201	Mus musculus	6
6111	Pkia	GDS5201	Mus musculus	6
6112	SESTD1	GDS5418	Homo sapiens	8
6113	BRIP1	GDS5418	Homo sapiens	8
6114	TMEM37	GDS5418	Homo sapiens	8
6115	Chn1	GDS5201	Mus musculus	6
6116	LOC152048	GDS5418	Homo sapiens	8
6117	Ccnjl	GDS5201	Mus musculus	6
6118	NLN	GDS5418	Homo sapiens	8
6119	Slc38a5	GDS5201	Mus musculus	6
6120	Dzip1	GDS5201	Mus musculus	6
6121	TET1	GDS5418	Homo sapiens	8
6122	LOC100288637	GDS5418	Homo sapiens	8
6123	Hmcn1	GDS5201	Mus musculus	6
6124	LOC284561	GDS5418	Homo sapiens	8
6125	NFYA	GDS5418	Homo sapiens	8
6126	TDO2	GDS5418	Homo sapiens	8
6127	TLCD2	GDS5418	Homo sapiens	8
6128	Snai2	GDS5201	Mus musculus	6
6129	Spef2	GDS5201	Mus musculus	6
6130	SCAI	GDS5418	Homo sapiens	8
6131	Hmcn1	GDS5201	Mus musculus	6
6132	Gulp1	GDS5201	Mus musculus	6
6133	ADGRF4	GDS5418	Homo sapiens	8
6134	Dnah3	GDS5201	Mus musculus	6
6135	Hmcn1	GDS5201	Mus musculus	6
6136	ENY2	GDS5418	Homo sapiens	8
6137	Retn	GDS5201	Mus musculus	6
6138	Nat8f6	GDS5201	Mus musculus	6
6139	Cfap43	GDS5201	Mus musculus	6
6140	Olfml1	GDS5201	Mus musculus	6
6141	Ccdc180	GDS5201	Mus musculus	6
6142	Wdr63	GDS5201	Mus musculus	6
6143	None	GDS5418	Homo sapiens	8
6144	Tmem232	GDS5201	Mus musculus	6
6145	Spef2	GDS5201	Mus musculus	6
6146	Lrriq1	GDS5201	Mus musculus	6
6147	Hmcn1	GDS5201	Mus musculus	6
6148	FANCM	GDS5418	Homo sapiens	8
6149	None	GDS5418	Homo sapiens	8
6150	Ccdc39	GDS5201	Mus musculus	6
6151	Spef2	GDS5201	Mus musculus	6
6152	Adgb	GDS5201	Mus musculus	6
6153	Hmcn1	GDS5201	Mus musculus	6
6154	Enkur	GDS5201	Mus musculus	6
6155	Cfap61	GDS5201	Mus musculus	6
6156	Gria1	GDS5201	Mus musculus	6
6157	Iqub	GDS5201	Mus musculus	6
6158	Clec9a	GDS5201	Mus musculus	6
6159	IL20RB	GDS5418	Homo sapiens	8
6160	FZD3	GDS5418	Homo sapiens	8
6161	PDE3B	GDS5418	Homo sapiens	8
6162	None	GDS5418	Homo sapiens	8
6163	Gm10554	GDS5201	Mus musculus	6
6164	Ect2l	GDS5201	Mus musculus	6
6165	Ccdc180	GDS5201	Mus musculus	6
6166	Cideb	GDS5201	Mus musculus	6
6167	Npl	GDS5201	Mus musculus	6
6168	Rnf128	GDS5201	Mus musculus	6
6169	Plod2	GDS5201	Mus musculus	6
6170	Rcn3	GDS5201	Mus musculus	6
6171	Tmem54	GDS5201	Mus musculus	6
6172	Erg	GDS5201	Mus musculus	6
6173	Plac9b	GDS5201	Mus musculus	6
6174	Plac9b	GDS5201	Mus musculus	6
6175	Plac9b	GDS5201	Mus musculus	6
6176	Slit3	GDS5201	Mus musculus	6
6177	Tnfsf13b	GDS5201	Mus musculus	6
6178	Sytl5	GDS5201	Mus musculus	6
6179	Vcam1	GDS5201	Mus musculus	6
6180	Cdhr4	GDS5201	Mus musculus	6
6181	Oasl2	GDS5201	Mus musculus	6
6182	Sh3pxd2a	GDS5201	Mus musculus	6
6183	Lama2	GDS5201	Mus musculus	6
6184	Papss2	GDS5201	Mus musculus	6
6185	Nme5	GDS5201	Mus musculus	6
6186	Cep85l	GDS5201	Mus musculus	6
6187	Svopl	GDS5201	Mus musculus	6
6188	ZNF138	GDS5418	Homo sapiens	8
6189	Hmcn1	GDS5201	Mus musculus	6
6190	Dnah3	GDS5201	Mus musculus	6
6191	Gjb4	GDS5201	Mus musculus	6
6192	Hlf	GDS5201	Mus musculus	6
6193	Saxo2	GDS5201	Mus musculus	6
6194	Ankrd33b	GDS5201	Mus musculus	6
6195	Ebf1	GDS5201	Mus musculus	6
6196	Cacna2d1	GDS5201	Mus musculus	6
6197	Trps1	GDS5201	Mus musculus	6
6198	Dnah9	GDS5201	Mus musculus	6
6199	Igsf10	GDS5201	Mus musculus	6
6200	Lrrc48	GDS5201	Mus musculus	6
6201	Nat8f6	GDS5201	Mus musculus	6
6202	Cox8b	GDS5201	Mus musculus	6
6203	Nat8f6	GDS5201	Mus musculus	6
6204	Hmcn1	GDS5201	Mus musculus	6
6205	ZNF326	GDS5418	Homo sapiens	8
6206	Dnah11	GDS5201	Mus musculus	6
6207	Gng11	GDS5201	Mus musculus	6
6208	Bnc2	GDS5201	Mus musculus	6
6209	Spef2	GDS5201	Mus musculus	6
6210	Hs3st3a1	GDS5201	Mus musculus	6
6211	Igsf10	GDS5201	Mus musculus	6
6212	Spef2	GDS5201	Mus musculus	6
6213	Amph	GDS5201	Mus musculus	6
6214	Hmcn1	GDS5201	Mus musculus	6
6215	Adcy8	GDS5201	Mus musculus	6
6216	Cfap70	GDS5201	Mus musculus	6
6217	Mlf1	GDS5201	Mus musculus	6
6218	Fbxl13	GDS5201	Mus musculus	6
6219	Cfi	GDS5201	Mus musculus	6
6220	Spag17	GDS5201	Mus musculus	6
6221	Dnah3	GDS5201	Mus musculus	6
6222	Spef2	GDS5201	Mus musculus	6
6223	Efcab10	GDS5201	Mus musculus	6
6224	Dnah10	GDS5201	Mus musculus	6
6225	Cd209f	GDS5201	Mus musculus	6
6226	Lad1	GDS5201	Mus musculus	6
6227	Nsg1	GDS5201	Mus musculus	6
6228	SNORD13	GDS5409	Homo sapiens	8
6229	Lysmd2	GDS5201	Mus musculus	6
6230	Myb	GDS5201	Mus musculus	6
6231	Cox7a1	GDS5201	Mus musculus	6
6232	C1qtnf2	GDS5201	Mus musculus	6
6233	Sell	GDS5201	Mus musculus	6
6234	Fat3	GDS5201	Mus musculus	6
6235	Rtp4	GDS5201	Mus musculus	6
6236	Riiad1	GDS5201	Mus musculus	6
6237	BC030870	GDS5201	Mus musculus	6
6238	Ms4a4c	GDS5201	Mus musculus	6
6239	Adipoq	GDS5201	Mus musculus	6
6240	MBTD1	GDS5409	Homo sapiens	8
6241	RNU11	GDS5409	Homo sapiens	8
6242	GSTTP2	GDS5409	Homo sapiens	8
6243	RNU11	GDS5409	Homo sapiens	8
6244	ETV7	GDS5409	Homo sapiens	8
6245	None	GDS2506	Homo sapiens	51
6246	CALCRL	GDS2506	Homo sapiens	51
6247	NOXO1	GDS5409	Homo sapiens	8
6248	GSTT1	GDS2506	Homo sapiens	51
6249	APBB2	GDS2506	Homo sapiens	51
6250	DCT	GDS2506	Homo sapiens	51
6251	RAPGEF5	GDS2506	Homo sapiens	51
6252	ODF1	GDS2506	Homo sapiens	51
6253	E2F1	GDS2506	Homo sapiens	51
6254	SLC30A7	GDS2506	Homo sapiens	51
6255	OLFM1	GDS2506	Homo sapiens	51
6256	CEP85L	GDS2506	Homo sapiens	51
6257	UCN2	GDS2506	Homo sapiens	51
6258	UCHL1	GDS2506	Homo sapiens	51
6259	PRAMEF12	GDS2506	Homo sapiens	51
6260	FERMT3	GDS2506	Homo sapiens	51
6261	PCDHA12	GDS2506	Homo sapiens	51
6262	COA1	GDS2506	Homo sapiens	51
6263	EP400	GDS2506	Homo sapiens	51
6264	POU3F4	GDS2506	Homo sapiens	51
6265	RBM8A	GDS2506	Homo sapiens	51
6266	RAB27A	GDS2506	Homo sapiens	51
6267	MAP4	GDS2506	Homo sapiens	51
6268	MOV10	GDS2506	Homo sapiens	51
6269	None	GDS2506	Homo sapiens	51
6270	MECOM	GDS2506	Homo sapiens	51
6271	DIRAS2	GDS2506	Homo sapiens	51
6272	ELAVL4	GDS2506	Homo sapiens	51
6273	ZNF428	GDS2506	Homo sapiens	51
6274	CATSPERB	GDS2506	Homo sapiens	51
6275	C5	GDS2506	Homo sapiens	51
6276	KIF21A	GDS2506	Homo sapiens	51
6277	RAB33A	GDS2506	Homo sapiens	51
6278	FGA	GDS2506	Homo sapiens	51
6279	None	GDS2506	Homo sapiens	51
6280	NALCN-AS1	GDS2506	Homo sapiens	51
6281	LOC100128988	GDS2506	Homo sapiens	51
6282	GTPBP3	GDS2506	Homo sapiens	51
6283	ORF1	GDS2506	Homo sapiens	51
6284	SRGAP1	GDS2506	Homo sapiens	51
6285	BMF	GDS2506	Homo sapiens	51
6286	IL18BP	GDS2506	Homo sapiens	51
6287	PTGER2	GDS2506	Homo sapiens	51
6288	LYPD3	GDS2506	Homo sapiens	51
6289	MAP7D2	GDS2506	Homo sapiens	51
6290	RIBC2	GDS2506	Homo sapiens	51
6291	IL1RAPL2	GDS2506	Homo sapiens	51
6292	SLC38A10	GDS2506	Homo sapiens	51
6293	ZUFSP	GDS2506	Homo sapiens	51
6294	MTERF1	GDS2506	Homo sapiens	51
6295	COPB2	GDS2506	Homo sapiens	51
6296	KRTAP4-12	GDS2506	Homo sapiens	51
6297	KCTD5	GDS2506	Homo sapiens	51
6298	EIF5B	GDS2506	Homo sapiens	51
6299	IFI44	GDS5409	Homo sapiens	8
6300	IFI44L	GDS5409	Homo sapiens	8
6301	SAMD9L	GDS5409	Homo sapiens	8
6302	LAMP3	GDS5409	Homo sapiens	8
6303	ARHGEF26	GDS2506	Homo sapiens	51
6304	LOC93463	GDS2506	Homo sapiens	51
6305	None	GDS2506	Homo sapiens	51
6306	ERN2	GDS2506	Homo sapiens	51
6307	CD72	GDS2506	Homo sapiens	51
6308	EXOC4	GDS2506	Homo sapiens	51
6309	CDK2AP2	GDS2506	Homo sapiens	51
6310	LSM1	GDS2506	Homo sapiens	51
6311	MAP3K3	GDS2506	Homo sapiens	51
6312	ULK4	GDS2506	Homo sapiens	51
6313	MMADHC	GDS2506	Homo sapiens	51
6314	ADAM12	GDS2506	Homo sapiens	51
6315	TRAV12-2	GDS2506	Homo sapiens	51
6316	SOX10	GDS2506	Homo sapiens	51
6317	RHBDL2	GDS2506	Homo sapiens	51
6318	ABCC8	GDS2506	Homo sapiens	51
6319	YIPF6	GDS2506	Homo sapiens	51
6320	MS4A6E	GDS2506	Homo sapiens	51
6321	PTPRG	GDS2506	Homo sapiens	51
6322	TTC23L	GDS2506	Homo sapiens	51
6323	ELL	GDS2506	Homo sapiens	51
6324	CHD8	GDS2506	Homo sapiens	51
6325	RAB17	GDS2506	Homo sapiens	51
6326	WDR43	GDS2506	Homo sapiens	51
6327	SFT2D3	GDS2506	Homo sapiens	51
6328	SAPCD2	GDS2506	Homo sapiens	51
6329	CPA5	GDS2506	Homo sapiens	51
6330	C1orf115	GDS2506	Homo sapiens	51
6331	CTDNEP1	GDS2506	Homo sapiens	51
6332	TVP23B	GDS2506	Homo sapiens	51
6333	ECE1	GDS2506	Homo sapiens	51
6334	None	GDS2506	Homo sapiens	51
